NC_012879.2	100	23	plus	minus	1	465	23	12	0	0	0	0	1	0	0	0	0	0	0	0
NC_012876.2	100	21	plus	plus	1	449	21	30	0	0	0	0	0	0	0	0	0	0	0	0
NC_024468.2	100	22	plus	plus	1	76	22	402	0	0	0	0	0	0	0	0	0	0	0	0
NC_012875.2	100	20	plus	plus	6	59	20	421	0	0	0	0	0	0	0	0	0	0	0	0
NC_024459.2	100	20	plus	plus	6	50	20	430	0	0	0	0	0	0	0	0	1	0	0	0
NC_024460.2	100	20	plus	plus	6	379	20	101	0	0	0	0	0	0	0	0	1	0	0	0
NC_024464.2	100	20	plus	plus	6	301	20	179	0	0	0	0	0	0	0	0	1	0	0	0
NC_024467.2	100	20	plus	minus	6	179	20	301	0	0	0	0	1	0	0	0	1	0	0	0
NC_024467.2	100	20	plus	minus	6	179	20	301	0	0	0	0	1	0	0	0	1	0	0	0
*	0	0	-	-	0	179	20	301	0	0	1	0	0	0	0	0	0	0	0	0
NC_024459.2	100	23	plus	minus	1	144	23	333	0	0	0	0	1	0	0	0	0	0	0	0
NC_028451.1	100	21	plus	minus	1	16	21	463	0	0	0	0	1	0	0	0	0	0	0	0
NC_012871.2	100	21	plus	plus	1	201	21	278	0	0	0	0	0	0	0	0	0	0	0	0
NC_024463.2	100	26	plus	plus	1	266	26	208	0	0	0	0	0	0	0	0	0	0	0	0
NC_012871.2	100	21	plus	plus	1	471	21	8	0	0	0	0	0	0	0	0	0	0	0	0
NC_016132.2	100	20	plus	minus	1	393	20	87	0	0	0	0	1	0	0	0	0	0	0	0
NC_024462.2	100	21	plus	plus	3	263	21	216	0	0	0	0	0	0	0	0	0	0	0	0
NC_024463.2	100	21	plus	minus	3	215	21	264	0	0	0	0	1	0	0	0	1	0	0	0
NC_016131.2	100	21	plus	plus	3	389	21	90	0	0	0	0	0	0	0	0	1	0	0	0
NC_012879.2	100	21	plus	plus	2	468	21	11	0	0	0	0	0	0	0	0	0	0	0	0
NC_024459.2	100	21	plus	minus	2	49	21	430	0	0	0	0	1	0	0	0	1	0	0	0
*	0	0	-	-	0	49	21	430	0	0	1	0	0	0	0	0	0	0	0	0
NC_016135.2	100	22	plus	plus	1	311	22	167	0	0	0	0	0	0	0	0	0	0	0	0
NC_016131.2	100	21	plus	plus	1	143	21	336	0	0	0	0	0	0	0	0	0	0	0	0
NC_028450.1	96.2963	22	plus	plus	1	124	19	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_024459.2	95.2381	32	plus	minus	1	82	42	376	0	0	0	0	1	0	0	0	0	0	0	0
NC_012876.2	96.4286	23	plus	minus	5	410	28	62	0	0	0	0	1	0	0	0	0	0	0	0
NC_012878.2	100	23	plus	minus	5	243	23	234	0	0	0	0	1	0	0	0	1	0	0	0
NC_024464.2	100	23	plus	minus	5	243	23	234	0	0	0	0	1	0	0	0	1	0	0	0
NC_028452.1	100	23	plus	plus	5	234	23	243	0	0	0	0	0	0	0	0	1	0	0	0
NC_028452.1	100	23	plus	minus	5	65	23	412	0	0	0	0	1	0	0	0	1	0	0	0
*	0	0	-	-	0	65	23	412	0	0	1	0	0	0	0	0	0	0	0	0
NC_024459.2	100	24	plus	minus	2	401	24	75	0	0	0	0	1	0	0	0	0	0	0	0
NC_016132.2	100	24	plus	minus	2	356	24	120	0	0	0	0	1	0	0	0	1	0	0	0
NC_024467.2	100	23	plus	plus	3	308	23	169	0	0	0	0	0	0	0	0	0	0	0	0
NW_014576738.1	100	23	plus	plus	3	16	23	461	0	0	0	0	0	0	0	0	1	0	0	0
NC_022850.1	100	23	plus	plus	3	16	23	461	0	0	0	0	0	0	0	0	1	0	0	0
NC_028454.1	100	20	plus	minus	1	253	20	227	0	0	0	0	1	0	0	0	0	0	0	0
NC_024466.2	100	21	plus	minus	1	393	21	86	0	0	0	0	1	0	0	0	0	0	0	0
NC_012875.2	100	22	plus	minus	1	346	22	132	0	0	0	0	1	0	0	0	0	0	0	0
NC_028454.1	100	21	plus	plus	1	126	21	353	0	0	0	0	0	0	0	0	0	0	0	0
NC_024461.2	100	21	plus	plus	3	357	21	122	0	0	0	0	0	0	0	0	0	0	0	0
NC_016131.2	100	21	plus	plus	3	302	21	177	0	0	0	0	0	0	0	0	1	0	0	0
NC_028451.1	100	21	plus	minus	3	304	21	175	0	0	0	0	1	0	0	0	1	0	0	0
NC_012870.2	100	20	plus	plus	5	59	20	421	0	0	0	0	0	0	0	0	0	0	0	0
NC_012873.2	100	20	plus	minus	5	214	20	266	0	0	0	0	1	0	0	0	1	0	0	0
NC_024465.2	100	20	plus	plus	5	292	20	188	0	0	0	0	0	0	0	0	1	0	0	0
NC_016131.2	100	20	plus	minus	5	403	20	77	0	0	0	0	1	0	0	0	1	0	0	0
NC_028457.1	100	20	plus	plus	5	69	20	411	0	0	0	0	0	0	0	0	1	0	0	0
*	0	0	-	-	0	69	20	411	0	0	1	0	0	0	0	0	0	0	0	0
NC_012876.2	100	21	plus	plus	4	89	21	390	0	0	0	0	0	0	0	0	0	0	0	0
NC_024459.2	96.1538	21	plus	minus	4	430	26	44	0	0	0	0	1	0	0	0	1	0	0	0
NC_024465.2	100	21	plus	plus	4	103	21	376	0	0	0	0	0	0	0	0	1	0	0	0
NC_016135.2	100	21	plus	plus	4	107	21	372	0	0	0	0	0	0	0	0	1	0	0	0
NC_028458.1	96.5517	24	plus	plus	1	396	29	75	0	0	0	0	0	0	0	0	0	0	0	0
NC_012873.2	100	25	plus	plus	1	281	25	194	0	0	0	0	0	0	0	0	0	0	0	0
NC_012871.2	100	24	plus	plus	5	27	24	449	0	0	0	0	0	0	0	0	0	0	0	0
NC_012873.2	100	24	plus	plus	5	27	24	449	0	0	0	0	0	0	0	0	1	0	0	0
NC_012873.2	100	24	plus	plus	5	27	24	449	0	0	0	0	0	0	0	0	1	0	0	0
NC_012875.2	100	24	plus	plus	5	27	24	449	0	0	0	0	0	0	0	0	1	0	0	0
NC_012875.2	100	24	plus	plus	5	27	24	449	0	0	0	0	0	0	0	0	1	0	0	0
NC_016133.2	100	20	plus	plus	3	397	20	83	0	0	0	0	0	0	0	0	0	0	0	0
NC_016133.2	100	20	plus	plus	3	456	20	24	0	0	0	0	0	0	0	0	1	0	0	0
NC_028457.1	100	20	plus	plus	3	197	20	283	0	0	0	0	0	0	0	0	1	0	0	0
NC_028454.1	100	20	plus	plus	1	392	20	88	0	0	0	0	0	0	0	0	0	0	0	0
NC_024459.2	100	21	plus	plus	7	212	21	267	0	0	0	0	0	0	0	0	0	0	0	0
NC_024462.2	100	21	plus	minus	7	267	21	212	0	0	0	0	1	0	0	0	1	0	0	0
NC_024463.2	100	21	plus	minus	7	267	21	212	0	0	0	0	1	0	0	0	1	0	0	0
NC_024466.2	100	21	plus	plus	7	212	21	267	0	0	0	0	0	0	0	0	1	0	0	0
NC_016131.2	100	21	plus	minus	7	55	21	424	0	0	0	0	1	0	0	0	1	0	0	0
NC_016133.2	100	21	plus	minus	7	55	21	424	0	0	0	0	1	0	0	0	1	0	0	0
NC_016134.2	100	21	plus	plus	7	424	21	55	0	0	0	0	0	0	0	0	1	0	0	0
NC_016133.2	100	21	plus	minus	1	435	21	44	0	0	0	0	1	0	0	0	0	0	0	0
NC_016132.2	100	21	plus	minus	1	210	21	269	0	0	0	0	1	0	0	0	0	0	0	0
NC_024463.2	100	26	plus	minus	2	443	26	31	0	0	0	0	1	0	0	0	0	0	0	0
NC_024467.2	100	26	plus	minus	2	443	26	31	0	0	0	0	1	0	0	0	1	0	0	0
NC_012871.2	96.2963	22	plus	minus	1	473	27	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_024464.2	100	20	plus	minus	3	141	20	339	0	0	0	0	1	0	0	0	0	0	0	0
NC_024468.2	100	20	plus	plus	3	454	20	26	0	0	0	0	0	0	0	0	1	0	0	0
NC_028450.1	100	20	plus	plus	3	333	20	147	0	0	0	0	0	0	0	0	1	0	0	0
NC_028450.1	96.4286	23	plus	minus	1	455	28	17	0	0	0	0	1	0	0	0	0	0	0	0
NC_024464.2	100	21	plus	minus	1	135	21	344	0	0	0	0	1	0	0	0	0	0	0	0
NC_024459.2	100	22	plus	plus	2	280	22	198	0	0	0	0	0	0	0	0	0	0	0	0
NC_024461.2	100	22	plus	minus	2	198	22	280	0	0	0	0	1	0	0	0	1	0	0	0
NC_024459.2	100	21	plus	plus	3	209	21	270	0	0	0	0	0	0	0	0	0	0	0	0
NC_016132.2	100	21	plus	minus	3	151	21	328	0	0	0	0	1	0	0	0	1	0	0	0
NC_016134.2	100	21	plus	minus	3	139	21	340	0	0	0	0	1	0	0	0	1	0	0	0
NC_012875.2	100	21	plus	minus	6	469	21	10	0	0	0	0	1	0	0	0	0	0	0	0
NC_012877.2	100	21	plus	minus	6	469	21	10	0	0	0	0	1	0	0	0	1	0	0	0
NC_024463.2	100	21	plus	minus	6	383	21	96	0	0	0	0	1	0	0	0	1	0	0	0
NC_024465.2	100	21	plus	plus	6	392	21	87	0	0	0	0	0	0	0	0	1	0	0	0
NC_024465.2	100	21	plus	plus	6	392	21	87	0	0	0	0	0	0	0	0	1	0	0	0
NC_028451.1	100	21	plus	minus	6	133	21	346	0	0	0	0	1	0	0	0	1	0	0	0
NC_012870.2	100	22	plus	plus	1	48	22	430	0	0	0	0	0	0	0	0	0	0	0	0
NC_024459.2	100	21	plus	minus	3	323	21	156	0	0	0	0	1	0	0	0	0	0	0	0
NC_016131.2	100	21	plus	plus	3	449	21	30	0	0	0	0	0	0	0	0	1	0	0	0
NC_028450.1	100	21	plus	minus	3	476	21	3	0	0	0	0	1	0	0	0	1	0	0	0
NC_012873.2	100	22	plus	plus	1	394	22	84	0	0	0	0	0	0	0	0	0	0	0	0
NC_024464.2	100	20	plus	minus	3	60	20	420	0	0	0	0	1	0	0	0	0	0	0	0
NC_024467.2	100	20	plus	plus	3	99	20	381	0	0	0	0	0	0	0	0	1	0	0	0
NC_028453.1	100	20	plus	minus	3	351	20	129	0	0	0	0	1	0	0	0	1	0	0	0
NC_028454.1	100	22	plus	plus	1	430	22	48	0	0	0	0	0	0	0	0	0	0	0	0
NC_024464.2	100	23	plus	plus	2	298	23	179	0	0	0	0	0	0	0	0	0	0	0	0
NC_024464.2	100	23	plus	minus	2	179	23	298	0	0	0	0	1	0	0	0	1	0	0	0
NC_024465.2	100	20	plus	plus	2	305	20	175	0	0	0	0	0	0	0	0	0	0	0	0
NC_028450.1	100	20	plus	plus	2	12	20	468	0	0	0	0	0	0	0	0	1	0	0	0
NC_024465.2	100	21	plus	minus	1	49	21	430	0	0	0	0	1	0	0	0	0	0	0	0
NC_024460.2	100	22	plus	minus	2	224	22	254	0	0	0	0	1	0	0	0	0	0	0	0
